"story_id","gold","shuffled","model_reordered"
"506","Matt was hired to write a jingle for an advertisement | He composed what he thought was one of his best works | The company told him they thought it was terrible and didn't want it | Matt decided to put it and some of his other tunes on a disc | He released the music and made way more than he would have off the ad","Matt was hired to write a jingle for an advertisement | Matt decided to put it and some of his other tunes on a disc | The company told him they thought it was terrible and didn't want it | He released the music and made way more than he would have off the ad | He composed what he thought was one of his best works","Matt was hired to write a jingle for an advertisement | He composed what he thought was one of his best works | Matt decided to put it and some of his other tunes on a disc | The company told him they thought it was terrible and didn't want it | He released the music and made way more than he would have off the ad"
"507","Howard wanted to watch the football game on tv | His wife wanted him to go to the grocery store with her | Howard refused to go | Howard's team got beat badly | Howard wished that he had gone to the store with his wife","Howard refused to go | Howard wanted to watch the football game on tv | His wife wanted him to go to the grocery store with her | Howard wished that he had gone to the store with his wife | Howard's team got beat badly","Howard wanted to watch the football game on tv | His wife wanted him to go to the grocery store with her | Howard refused to go | Howard's team got beat badly | Howard wished that he had gone to the store with his wife"
"508","Kennedy was planning her upcoming nuptials | She really wanted nice pictures, but couldn't afford a photographer | She searched everywhere for some alternative ideas | Finally, she decided to have her brother film the event | Through the video she was able to get many great snapshots","Kennedy was planning her upcoming nuptials | She really wanted nice pictures, but couldn't afford a photographer | Through the video she was able to get many great snapshots | She searched everywhere for some alternative ideas | Finally, she decided to have her brother film the event","Kennedy was planning her upcoming nuptials | She really wanted nice pictures, but couldn't afford a photographer | She searched everywhere for some alternative ideas | Finally, she decided to have her brother film the event | Through the video she was able to get many great snapshots"
"509","Trey was a good looking guy | However he was a big liar | He lied to his girlfriend about everything she believed him | One day Trey's lies about cheating were exposed | His girlfriend burned all of his personal belongings","However he was a big liar | His girlfriend burned all of his personal belongings | Trey was a good looking guy | One day Trey's lies about cheating were exposed | He lied to his girlfriend about everything she believed him","Trey was a good looking guy | He lied to his girlfriend about everything she believed him | One day Trey's lies about cheating were exposed | His girlfriend burned all of his personal belongings | However he was a big liar"
"510","Greg wanted to try out a pound burger | He's never done it before | He goes to Cheeburger Cheeburger with some friends | He attempts it and finishes it | He then got his name on the wall for doing so","He attempts it and finishes it | He's never done it before | Greg wanted to try out a pound burger | He then got his name on the wall for doing so | He goes to Cheeburger Cheeburger with some friends","Greg wanted to try out a pound burger | He goes to Cheeburger Cheeburger with some friends | He's never done it before | He attempts it and finishes it | He then got his name on the wall for doing so"
"511","My coworker Geno had a girlfriend who worked in the area | He did not want to tell us about her and get teased | One day I followed him as he went to lunch | I was ten feet behind him as he met his girlfriend for lunch | We kidded him about her when he came back","My coworker Geno had a girlfriend who worked in the area | I was ten feet behind him as he met his girlfriend for lunch | We kidded him about her when he came back | He did not want to tell us about her and get teased | One day I followed him as he went to lunch","My coworker Geno had a girlfriend who worked in the area | One day I followed him as he went to lunch | I was ten feet behind him as he met his girlfriend for lunch | We kidded him about her when he came back | He did not want to tell us about her and get teased"
"512","Taylor was sad to be leaving middle school for High school | She worried all summer about the changes that would happen | The first day of school she met a really nice group of people | She fostered those relationships and made some great friends | Taylor was so happy that High school was better than she thought","Taylor was sad to be leaving middle school for High school | Taylor was so happy that High school was better than she thought | She worried all summer about the changes that would happen | She fostered those relationships and made some great friends | The first day of school she met a really nice group of people","Taylor was sad to be leaving middle school for High school | She worried all summer about the changes that would happen | The first day of school she met a really nice group of people | She fostered those relationships and made some great friends | Taylor was so happy that High school was better than she thought"
"513","Last week I played baseball with my friends | I was the pitcher | I had two strikes | Then I hit a homerun | I got to run all the way around the field","Then I hit a homerun | I was the pitcher | I got to run all the way around the field | Last week I played baseball with my friends | I had two strikes","Last week I played baseball with my friends | I was the pitcher | I had two strikes | Then I hit a homerun | I got to run all the way around the field"
"514","The Waltons had trouble sleeping at night | There was a loud sound that kept them up | Eventually they found out it was the refrigerator | It was breaking down and needed to be replaced | The Waltons bought a new one and slept better","The Waltons bought a new one and slept better | There was a loud sound that kept them up | The Waltons had trouble sleeping at night | Eventually they found out it was the refrigerator | It was breaking down and needed to be replaced","The Waltons had trouble sleeping at night | There was a loud sound that kept them up | Eventually they found out it was the refrigerator | It was breaking down and needed to be replaced | The Waltons bought a new one and slept better"
"515","Lauren and Dave were out to dinner on a date | After appetizers, Lauren suddenly grabbed her stomach | She complained she wasn't feeling good and left | Dave hoped that he hadn't said something to upset her | Lauren called Dave the next day to say she was better","After appetizers, Lauren suddenly grabbed her stomach | Lauren called Dave the next day to say she was better | Dave hoped that he hadn't said something to upset her | She complained she wasn't feeling good and left | Lauren and Dave were out to dinner on a date","Lauren and Dave were out to dinner on a date | After appetizers, Lauren suddenly grabbed her stomach | She complained she wasn't feeling good and left | Dave hoped that he hadn't said something to upset her | Lauren called Dave the next day to say she was better"
"516","Aaron has always loved skiing | One day he decided to ski faster than ever before | Unfortunately, Aaron fell and hurt his leg | He was unable to ski for the rest of the winter | Now Aaron doesn't love skiing as much as he used to","Aaron has always loved skiing | One day he decided to ski faster than ever before | Now Aaron doesn't love skiing as much as he used to | He was unable to ski for the rest of the winter | Unfortunately, Aaron fell and hurt his leg","Aaron has always loved skiing | One day he decided to ski faster than ever before | Unfortunately, Aaron fell and hurt his leg | He was unable to ski for the rest of the winter | Now Aaron doesn't love skiing as much as he used to"
"517","Mark likes to play guitar | He plays it every day after school | Today his guitar string broke | Mark decided to replace all of his strings | Now he sounds better than ever!","Today his guitar string broke | Now he sounds better than ever! | Mark likes to play guitar | He plays it every day after school | Mark decided to replace all of his strings","Mark likes to play guitar | He plays it every day after school | Today his guitar string broke | Mark decided to replace all of his strings | Now he sounds better than ever!"
"518","Tim was born a boy | But he always felt like a girl | He decided to have gender reassignment surgery | He soon looked like a girl on the outside | He was so happy to finally look like himself!","But he always felt like a girl | He soon looked like a girl on the outside | Tim was born a boy | He decided to have gender reassignment surgery | He was so happy to finally look like himself!","Tim was born a boy | But he always felt like a girl | He soon looked like a girl on the outside | He decided to have gender reassignment surgery | He was so happy to finally look like himself!"
"519","I was determined to not strike out again | The first pitch was wide | The second pitch was high | But third pitch was perfect | I hit it out of the park","But third pitch was perfect | The second pitch was high | I was determined to not strike out again | The first pitch was wide | I hit it out of the park","I was determined to not strike out again | The first pitch was wide | The second pitch was high | But third pitch was perfect | I hit it out of the park"
"520","Hugh was taking the train downtown one early morning | Everybody packed in, on their way to work | The train started shaking and making a loud screech | It came off the track, fatally injuring several people | Hugh had to get a metal plate in his head, but he survived","It came off the track, fatally injuring several people | Hugh was taking the train downtown one early morning | The train started shaking and making a loud screech | Everybody packed in, on their way to work | Hugh had to get a metal plate in his head, but he survived","Hugh was taking the train downtown one early morning | Everybody packed in, on their way to work | The train started shaking and making a loud screech | It came off the track, fatally injuring several people | Hugh had to get a metal plate in his head, but he survived"
"521","John loved to drive fast | One day, he was driving on an icy road | He slid off the road and hit a tree | He was okay, but his car was wrecked | John drove more carefully from then on","He was okay, but his car was wrecked | He slid off the road and hit a tree | One day, he was driving on an icy road | John drove more carefully from then on | John loved to drive fast","John loved to drive fast | One day, he was driving on an icy road | He slid off the road and hit a tree | He was okay, but his car was wrecked | John drove more carefully from then on"
"522","Ahna liked to eat cheese | She asked her mother to buy a block of cheese | Ahna ate all the cheese in two days | Ahna started to get stomach pains | Ahna's mother warned her never to eat that much cheese at once","She asked her mother to buy a block of cheese | Ahna's mother warned her never to eat that much cheese at once | Ahna ate all the cheese in two days | Ahna liked to eat cheese | Ahna started to get stomach pains","Ahna liked to eat cheese | She asked her mother to buy a block of cheese | Ahna's mother warned her never to eat that much cheese at once | Ahna ate all the cheese in two days | Ahna started to get stomach pains"
"523","Bob did not like his name | He went to the courthouse to change his name | The court clerk gave him some paperwork to fill out | Bob filled out the paperwork and gave it to the clerk | Now Bob's name is Jack","Now Bob's name is Jack | The court clerk gave him some paperwork to fill out | Bob filled out the paperwork and gave it to the clerk | He went to the courthouse to change his name | Bob did not like his name","Bob did not like his name | He went to the courthouse to change his name | The court clerk gave him some paperwork to fill out | Bob filled out the paperwork and gave it to the clerk | Now Bob's name is Jack"
"524","Tony was an author | He wrote self-help books | He wanted to help many people | He wrote advice that he thought people needed to hear | Tony got a letter from a man who said he'd changed his life","Tony was an author | He wanted to help many people | Tony got a letter from a man who said he'd changed his life | He wrote self-help books | He wrote advice that he thought people needed to hear","Tony was an author | He wanted to help many people | Tony got a letter from a man who said he'd changed his life | He wrote advice that he thought people needed to hear | He wrote self-help books"
"525","Dan had a high school teacher named Eric | Dan resented Eric because he was always so unfair | Dan decided to prank Eric, for revenge | Dan began vandalizing Eric's lawn in the middle of the night | Eric caught Dan, and had Dan taken away by the police","Dan resented Eric because he was always so unfair | Eric caught Dan, and had Dan taken away by the police | Dan began vandalizing Eric's lawn in the middle of the night | Dan had a high school teacher named Eric | Dan decided to prank Eric, for revenge","Dan had a high school teacher named Eric | Dan resented Eric because he was always so unfair | Dan decided to prank Eric, for revenge | Dan began vandalizing Eric's lawn in the middle of the night | Eric caught Dan, and had Dan taken away by the police"
"526","I decided to learn how to cook | I researched hobby cooking classes available nearby | Finally, I selected the local culinary school's weekend program | The first class, all we did was learn cooking terms | When we began cooking the second class, I burned down the classroom!","Finally, I selected the local culinary school's weekend program | I researched hobby cooking classes available nearby | The first class, all we did was learn cooking terms | I decided to learn how to cook | When we began cooking the second class, I burned down the classroom!","I decided to learn how to cook | I researched hobby cooking classes available nearby | Finally, I selected the local culinary school's weekend program | The first class, all we did was learn cooking terms | When we began cooking the second class, I burned down the classroom!"
"527","An old man had trouble walking around town | The local woodworker wanted to make him a cane to walk | He took a piece of oak and carved into a cane | He presented the cane to the old man the next day | Now the old man had no trouble walking around","He presented the cane to the old man the next day | He took a piece of oak and carved into a cane | Now the old man had no trouble walking around | An old man had trouble walking around town | The local woodworker wanted to make him a cane to walk","An old man had trouble walking around town | The local woodworker wanted to make him a cane to walk | He took a piece of oak and carved into a cane | He presented the cane to the old man the next day | Now the old man had no trouble walking around"
"528","My aunt lives on an island in Lake Michigan | You have to take a ferry to get there | There is only one store on the whole island to buy groceries | People use golf carts to get around on the island | We only go in the summertime, when you can enjoy the beach","We only go in the summertime, when you can enjoy the beach | People use golf carts to get around on the island | My aunt lives on an island in Lake Michigan | There is only one store on the whole island to buy groceries | You have to take a ferry to get there","My aunt lives on an island in Lake Michigan | We only go in the summertime, when you can enjoy the beach | You have to take a ferry to get there | People use golf carts to get around on the island | There is only one store on the whole island to buy groceries"
"529","Becca was perusing books in the library | She found one that looked interesting and sat at a table | Suddenly, a bee landed on her hand | She let out a loud shriek | The librarian looked angry and hushed her","She let out a loud shriek | The librarian looked angry and hushed her | She found one that looked interesting and sat at a table | Becca was perusing books in the library | Suddenly, a bee landed on her hand","Becca was perusing books in the library | She found one that looked interesting and sat at a table | Suddenly, a bee landed on her hand | She let out a loud shriek | The librarian looked angry and hushed her"
"530","Joe still had not gotten over Amy | When he found out his friend Mike was seeing Amy, he was furious | He confronted Mike, and got even angrier when Mike seemed not to care | Joe pulled his arm back and punched Mike as hard as he could | Joe got suspended from school for that","He confronted Mike, and got even angrier when Mike seemed not to care | When he found out his friend Mike was seeing Amy, he was furious | Joe still had not gotten over Amy | Joe got suspended from school for that | Joe pulled his arm back and punched Mike as hard as he could","Joe still had not gotten over Amy | When he found out his friend Mike was seeing Amy, he was furious | He confronted Mike, and got even angrier when Mike seemed not to care | Joe pulled his arm back and punched Mike as hard as he could | Joe got suspended from school for that"
"531","Daniel and Peter went to the mall one day | Peter wanted to go to the mall to buy new clothes | Daniel went to the mall to buy school supplies | They met together at the food court and had lunch | They showed each other the things they had bought and then went home","They showed each other the things they had bought and then went home | They met together at the food court and had lunch | Daniel and Peter went to the mall one day | Peter wanted to go to the mall to buy new clothes | Daniel went to the mall to buy school supplies","Peter wanted to go to the mall to buy new clothes | Daniel and Peter went to the mall one day | Daniel went to the mall to buy school supplies | They met together at the food court and had lunch | They showed each other the things they had bought and then went home"
"532","Two men had to paint a long wall | Each man's stated at a different end and began | Eventually they met in the middle | When they stood back they could see differences in painting style | The touched up each other's side to make it look more uniform","Two men had to paint a long wall | The touched up each other's side to make it look more uniform | Eventually they met in the middle | When they stood back they could see differences in painting style | Each man's stated at a different end and began","Two men had to paint a long wall | Each man's stated at a different end and began | The touched up each other's side to make it look more uniform | Eventually they met in the middle | When they stood back they could see differences in painting style"
"533","Jared was having a tough day | He had to move all of the construction equipment today | It wasn't a problem, but his truck got stuck in the mud near his home | He asked his friend if he could tow him out before it sunk in deeper | Shortly, his friend arrived and they both managed to free his truck","He asked his friend if he could tow him out before it sunk in deeper | Shortly, his friend arrived and they both managed to free his truck | It wasn't a problem, but his truck got stuck in the mud near his home | Jared was having a tough day | He had to move all of the construction equipment today","Jared was having a tough day | He had to move all of the construction equipment today | It wasn't a problem, but his truck got stuck in the mud near his home | He asked his friend if he could tow him out before it sunk in deeper | Shortly, his friend arrived and they both managed to free his truck"
"534","Susan was running errands when her husband called | She was in the middle of picking up groceries | He asked if she could pick up more things for him | She was exhausted and snapped at him | Now she feels frustrated and remorseful","Now she feels frustrated and remorseful | She was exhausted and snapped at him | Susan was running errands when her husband called | She was in the middle of picking up groceries | He asked if she could pick up more things for him","Susan was running errands when her husband called | She was in the middle of picking up groceries | He asked if she could pick up more things for him | She was exhausted and snapped at him | Now she feels frustrated and remorseful"
"535","Michael enjoyed driving | One day he was out driving with his friends | A car swerved | It hit his car pretty bad | Michael never drived ever again","Michael never drived ever again | One day he was out driving with his friends | Michael enjoyed driving | A car swerved | It hit his car pretty bad","Michael enjoyed driving | One day he was out driving with his friends | A car swerved | It hit his car pretty bad | Michael never drived ever again"
"536","Bill broke Tim's toy car | Tim said he would never forgive bill | A lot of time passed | Tim felt bad about his anger | He decided to forgive Bill and he felt happier","A lot of time passed | Tim felt bad about his anger | He decided to forgive Bill and he felt happier | Tim said he would never forgive bill | Bill broke Tim's toy car","Bill broke Tim's toy car | Tim felt bad about his anger | Tim said he would never forgive bill | A lot of time passed | He decided to forgive Bill and he felt happier"
"537","Katie was very worried about paying her bills | Katie decided that she would apply for a second job | Katie saw a company hiring in the paper and got an interview | Katie was happy to hear that she received the job | Katie paid her bills and had money left over to save that month","Katie paid her bills and had money left over to save that month | Katie was happy to hear that she received the job | Katie was very worried about paying her bills | Katie decided that she would apply for a second job | Katie saw a company hiring in the paper and got an interview","Katie was very worried about paying her bills | Katie decided that she would apply for a second job | Katie saw a company hiring in the paper and got an interview | Katie was happy to hear that she received the job | Katie paid her bills and had money left over to save that month"
"538","When Laura went to work she wasn't feeling good | She didn't have any other options but to go to work so she went | When she got there she told her boss that she wasn't feeling well | Her boss told her that if she still felt sick later that she could go | In a few hours Laura ended up going home","When Laura went to work she wasn't feeling good | When she got there she told her boss that she wasn't feeling well | In a few hours Laura ended up going home | She didn't have any other options but to go to work so she went | Her boss told her that if she still felt sick later that she could go","She didn't have any other options but to go to work so she went | When Laura went to work she wasn't feeling good | When she got there she told her boss that she wasn't feeling well | Her boss told her that if she still felt sick later that she could go | In a few hours Laura ended up going home"
"539","Tom wanted to get ahead at work | He figured lying and cheating was the best way | It made him seem better at his job | Unfortunately it also created a lot of enemies | Tom was eventually fired","He figured lying and cheating was the best way | Tom wanted to get ahead at work | Unfortunately it also created a lot of enemies | Tom was eventually fired | It made him seem better at his job","Tom wanted to get ahead at work | He figured lying and cheating was the best way | It made him seem better at his job | Unfortunately it also created a lot of enemies | Tom was eventually fired"
"540","An old man moved into my apartment house | He had been homeless for some years | I thought he might be a bum, not just mentally ill | He started putting his underwear under the neighbor's door | The landlord kicked him out posthaste","He had been homeless for some years | An old man moved into my apartment house | He started putting his underwear under the neighbor's door | The landlord kicked him out posthaste | I thought he might be a bum, not just mentally ill","He had been homeless for some years | An old man moved into my apartment house | He started putting his underwear under the neighbor's door | The landlord kicked him out posthaste | I thought he might be a bum, not just mentally ill"
"541","Jenny and her family make homemade sausage | One day, a man from the city came to try some sausage | The man very much enjoyed the sausage | The man offered to mass-distribute the sausage | Jenny and her family made millions in the sausage industry","The man offered to mass-distribute the sausage | The man very much enjoyed the sausage | One day, a man from the city came to try some sausage | Jenny and her family made millions in the sausage industry | Jenny and her family make homemade sausage","Jenny and her family make homemade sausage | One day, a man from the city came to try some sausage | The man very much enjoyed the sausage | The man offered to mass-distribute the sausage | Jenny and her family made millions in the sausage industry"
"542","Guillermo was very poor | So he started to steal | He was successful at first | One day, he lingered to long in a store | And was apprehended by a local police man","Guillermo was very poor | And was apprehended by a local police man | He was successful at first | One day, he lingered to long in a store | So he started to steal","Guillermo was very poor | One day, he lingered to long in a store | So he started to steal | He was successful at first | And was apprehended by a local police man"
"543","John's radio went out in his car | He did not know how to fix it | He finally asked a friend | Luckily, it was just a fuse | John's friend was able to fix the radio without any problems","Luckily, it was just a fuse | John's friend was able to fix the radio without any problems | He did not know how to fix it | He finally asked a friend | John's radio went out in his car","John's radio went out in his car | He did not know how to fix it | He finally asked a friend | John's friend was able to fix the radio without any problems | Luckily, it was just a fuse"
"544","John was determined to learn how to weave baskets | He bought a book and all the supplies | John practiced and practiced, and made many mistakes | His persistence paid off and he became a really good weaver | He now sells his baskets to his friends and on the Internet","John practiced and practiced, and made many mistakes | John was determined to learn how to weave baskets | His persistence paid off and he became a really good weaver | He now sells his baskets to his friends and on the Internet | He bought a book and all the supplies","He bought a book and all the supplies | John was determined to learn how to weave baskets | John practiced and practiced, and made many mistakes | His persistence paid off and he became a really good weaver | He now sells his baskets to his friends and on the Internet"
"545","Tom got a call from his sister | She wanted to come over in three hours | His place was a mess | He cleaned his house | They had a good time at his house","Tom got a call from his sister | They had a good time at his house | She wanted to come over in three hours | His place was a mess | He cleaned his house","Tom got a call from his sister | They had a good time at his house | She wanted to come over in three hours | His place was a mess | He cleaned his house"
"546","Val started experimenting with drugs at an early age | By her early twenties, she was an addict | She stole from her mom and lied every time she spoke | By thirty, she was living in an abandoned house with other addicts | She died there, surrounded by trash","By thirty, she was living in an abandoned house with other addicts | She stole from her mom and lied every time she spoke | Val started experimenting with drugs at an early age | By her early twenties, she was an addict | She died there, surrounded by trash","Val started experimenting with drugs at an early age | She stole from her mom and lied every time she spoke | By her early twenties, she was an addict | By thirty, she was living in an abandoned house with other addicts | She died there, surrounded by trash"
"547","Noah had a frog pet he always kept in the bathroom | One night, he invited his new girlfriend over | When she excused herself to use the bathroom, she screamed | Noah rushed to her aid and saw the frog sitting on the toilet | He picked it up and introduced it to his girlfriend","Noah had a frog pet he always kept in the bathroom | One night, he invited his new girlfriend over | When she excused herself to use the bathroom, she screamed | Noah rushed to her aid and saw the frog sitting on the toilet | He picked it up and introduced it to his girlfriend","Noah had a frog pet he always kept in the bathroom | One night, he invited his new girlfriend over | When she excused herself to use the bathroom, she screamed | Noah rushed to her aid and saw the frog sitting on the toilet | He picked it up and introduced it to his girlfriend"
"548","When Pat visited her grandparents on the East coast, she was thrilled | She had never seen an ocean before | She ran on the beach heading for the waves | But as soon as her feet touched the water she was stung | A big jellyfish stood at her feet so she ran away crying","She had never seen an ocean before | She ran on the beach heading for the waves | But as soon as her feet touched the water she was stung | A big jellyfish stood at her feet so she ran away crying | When Pat visited her grandparents on the East coast, she was thrilled","When Pat visited her grandparents on the East coast, she was thrilled | She had never seen an ocean before | She ran on the beach heading for the waves | But as soon as her feet touched the water she was stung | A big jellyfish stood at her feet so she ran away crying"
"549","Seth loves video games | He plays them most days after school | His favorite video game is Little Big Planet | In the game he builds his own levels | He has fun playing those levels with his brothers","His favorite video game is Little Big Planet | In the game he builds his own levels | Seth loves video games | He plays them most days after school | He has fun playing those levels with his brothers","Seth loves video games | His favorite video game is Little Big Planet | In the game he builds his own levels | He has fun playing those levels with his brothers | He plays them most days after school"
"550","Larry is out with his friends at the bar | He comes starts feeling sick | He decides to go home early | When he gets home he sees a truck in the driveway | He goes inside and finds his wife with another man","He comes starts feeling sick | He decides to go home early | Larry is out with his friends at the bar | When he gets home he sees a truck in the driveway | He goes inside and finds his wife with another man","Larry is out with his friends at the bar | He comes starts feeling sick | He decides to go home early | When he gets home he sees a truck in the driveway | He goes inside and finds his wife with another man"
"551","I was watching tv one day | I reached for the remote to adjust the volume | I couldn't find the remote anywhere | I got up and looked around for the remote | I finally found it under my couch","I couldn't find the remote anywhere | I reached for the remote to adjust the volume | I was watching tv one day | I got up and looked around for the remote | I finally found it under my couch","I was watching tv one day | I reached for the remote to adjust the volume | I couldn't find the remote anywhere | I got up and looked around for the remote | I finally found it under my couch"
"552","Jenny read a newspaper comic today | In the comic, a character slipped on a banana peel | Jenny thought it was an over-used joke and was annoyed | Later, while taking out the trash, Jenny slipped on a banana peel | For the first time, Jenny found the banana peel joke funny","Jenny thought it was an over-used joke and was annoyed | In the comic, a character slipped on a banana peel | For the first time, Jenny found the banana peel joke funny | Later, while taking out the trash, Jenny slipped on a banana peel | Jenny read a newspaper comic today","Jenny thought it was an over-used joke and was annoyed | In the comic, a character slipped on a banana peel | For the first time, Jenny found the banana peel joke funny | Later, while taking out the trash, Jenny slipped on a banana peel | Jenny read a newspaper comic today"
"553","Ulrich had a research paper due in a week | He procrastinated his paper til the last day | Ulrich tried pleading to his teacher for an extended deadline | His teacher agreed to extend the due date at the cost ten points | Ulrich managed to finish the paper and get a good grade","Ulrich managed to finish the paper and get a good grade | He procrastinated his paper til the last day | Ulrich tried pleading to his teacher for an extended deadline | Ulrich had a research paper due in a week | His teacher agreed to extend the due date at the cost ten points","Ulrich had a research paper due in a week | He procrastinated his paper til the last day | Ulrich tried pleading to his teacher for an extended deadline | His teacher agreed to extend the due date at the cost ten points | Ulrich managed to finish the paper and get a good grade"
"554","Libby worked in a music shop | She spotted a man acting suspiciously | When he left the shop the alarms went off | Libby called security | The man was arrested for stealing a CD","Libby called security | The man was arrested for stealing a CD | She spotted a man acting suspiciously | Libby worked in a music shop | When he left the shop the alarms went off","Libby worked in a music shop | She spotted a man acting suspiciously | When he left the shop the alarms went off | The man was arrested for stealing a CD | Libby called security"
"555","Dilbert like to play games with his friends | He was playing Peter Pan with several other kids | He was Captain Hook and had a full costume | While chasing after his friends he tripped and fell down | His plastic hook broke in half and he started to cry","While chasing after his friends he tripped and fell down | His plastic hook broke in half and he started to cry | He was Captain Hook and had a full costume | He was playing Peter Pan with several other kids | Dilbert like to play games with his friends","Dilbert like to play games with his friends | He was Captain Hook and had a full costume | He was playing Peter Pan with several other kids | While chasing after his friends he tripped and fell down | His plastic hook broke in half and he started to cry"
"556","DJ wanted to be actor and was rehearsing for an audition | On the day of the audition DJ had butterflies in her tummy | DJ's name was called out and was given few lines to perform | DJ did her best and gave a powerful performance | Later in the day she received a call saying she aced her audition","DJ's name was called out and was given few lines to perform | Later in the day she received a call saying she aced her audition | On the day of the audition DJ had butterflies in her tummy | DJ did her best and gave a powerful performance | DJ wanted to be actor and was rehearsing for an audition","DJ wanted to be actor and was rehearsing for an audition | On the day of the audition DJ had butterflies in her tummy | DJ's name was called out and was given few lines to perform | DJ did her best and gave a powerful performance | Later in the day she received a call saying she aced her audition"
"557","Tom received a summons from his local municipality | The summons was for Tom to serve jury duty | Tom went to the first day of jury duty | There, Tom told the judge that he was too ill to serve | The judge allowed Tom to leave and go home!","Tom went to the first day of jury duty | The summons was for Tom to serve jury duty | There, Tom told the judge that he was too ill to serve | Tom received a summons from his local municipality | The judge allowed Tom to leave and go home!","Tom received a summons from his local municipality | The summons was for Tom to serve jury duty | Tom went to the first day of jury duty | There, Tom told the judge that he was too ill to serve | The judge allowed Tom to leave and go home!"
"558","I always wanted to go horseback riding | When I went to Arizona, I saw my chance to try it | It was so hot in the desert | My behind was sore from the long trail ride | I have decided, horseback riding is not for me!","My behind was sore from the long trail ride | I have decided, horseback riding is not for me! | When I went to Arizona, I saw my chance to try it | It was so hot in the desert | I always wanted to go horseback riding","I always wanted to go horseback riding | When I went to Arizona, I saw my chance to try it | It was so hot in the desert | My behind was sore from the long trail ride | I have decided, horseback riding is not for me!"
"559","As an American in Holland, there was only one thing to do | I made my way to the red light district | I was a bit embarrassed because as an American I had a closed mind | I was pushing myself to be more open about it, though | Suddenly I ran into Adrian Smith of the band Iron Maiden!","As an American in Holland, there was only one thing to do | I was a bit embarrassed because as an American I had a closed mind | Suddenly I ran into Adrian Smith of the band Iron Maiden! | I was pushing myself to be more open about it, though | I made my way to the red light district","As an American in Holland, there was only one thing to do | I was a bit embarrassed because as an American I had a closed mind | I was pushing myself to be more open about it, though | I made my way to the red light district | Suddenly I ran into Adrian Smith of the band Iron Maiden!"
"560","Harry Henry decided to take the day of work and go fishing | He arrived at his favorite spot, only to find too many people there | He went to a new spot and was worried he would catch nothing | But each time he threw in his line he immediately caught a fish | After catching fifteen catfish, he decided to go home and clean them","He went to a new spot and was worried he would catch nothing | Harry Henry decided to take the day of work and go fishing | He arrived at his favorite spot, only to find too many people there | After catching fifteen catfish, he decided to go home and clean them | But each time he threw in his line he immediately caught a fish","Harry Henry decided to take the day of work and go fishing | He arrived at his favorite spot, only to find too many people there | He went to a new spot and was worried he would catch nothing | But each time he threw in his line he immediately caught a fish | After catching fifteen catfish, he decided to go home and clean them"
"561","I went into Lucy's room | She had her tea set out on her table | All her animals were seated at the table | She was serving them tea and cookies | It was a great tea party!","I went into Lucy's room | She was serving them tea and cookies | All her animals were seated at the table | She had her tea set out on her table | It was a great tea party!","I went into Lucy's room | She had her tea set out on her table | All her animals were seated at the table | She was serving them tea and cookies | It was a great tea party!"
"562","Jeremy used a machine to make a new key | The machine accepted his key | It started making very loud noises | When it was time to give the key back, it broke | Jeremy pushed the machine, but he was now with no keys at all","Jeremy pushed the machine, but he was now with no keys at all | When it was time to give the key back, it broke | It started making very loud noises | The machine accepted his key | Jeremy used a machine to make a new key","The machine accepted his key | Jeremy used a machine to make a new key | When it was time to give the key back, it broke | It started making very loud noises | Jeremy pushed the machine, but he was now with no keys at all"
"563","Emma was scheduled to work | Her babysitter called and told her she was sick | Emma called all her friends and family to babysit | No one could babysit for Emma's kids | Emma had to find a substitute for her shift","No one could babysit for Emma's kids | Emma was scheduled to work | Emma called all her friends and family to babysit | Her babysitter called and told her she was sick | Emma had to find a substitute for her shift","Emma was scheduled to work | Her babysitter called and told her she was sick | Emma called all her friends and family to babysit | No one could babysit for Emma's kids | Emma had to find a substitute for her shift"
"564","Sam was always a fast reader | After a while he got bored of most books | He kept trying to find something more interesting | Since he went through them so fast there were a lot of options | Eventually he gave up and watch movies instead","Since he went through them so fast there were a lot of options | He kept trying to find something more interesting | After a while he got bored of most books | Eventually he gave up and watch movies instead | Sam was always a fast reader","Sam was always a fast reader | Since he went through them so fast there were a lot of options | He kept trying to find something more interesting | After a while he got bored of most books | Eventually he gave up and watch movies instead"
"565","Gabe was a graduate student studying archaeology | He spent one summer on a dig in Utah | Gabe found a rare dinosaur bone, and wrote a paper about it | The faculty of his university department were impressed with his work | After graduation, Gabe was offered a faculty position at his school","Gabe was a graduate student studying archaeology | He spent one summer on a dig in Utah | Gabe found a rare dinosaur bone, and wrote a paper about it | The faculty of his university department were impressed with his work | After graduation, Gabe was offered a faculty position at his school","Gabe was a graduate student studying archaeology | He spent one summer on a dig in Utah | Gabe found a rare dinosaur bone, and wrote a paper about it | The faculty of his university department were impressed with his work | After graduation, Gabe was offered a faculty position at his school"
"566","Brayden wanted a bike for his birthday | His dad surprised him one day with a new Mountain bike | It was a lot bigger than his old bike | He took it for a ride down the street | He couldn't control it and wrecked it into a tree","Brayden wanted a bike for his birthday | It was a lot bigger than his old bike | He took it for a ride down the street | He couldn't control it and wrecked it into a tree | His dad surprised him one day with a new Mountain bike","Brayden wanted a bike for his birthday | His dad surprised him one day with a new Mountain bike | It was a lot bigger than his old bike | He took it for a ride down the street | He couldn't control it and wrecked it into a tree"
