"story_id","gold","shuffled","model_reordered"
"124","Tom was up for bat | When the pitcher threw the ball, he swung his bat hard | The whole field heard a loud crack as the bat connected | The ball sailed through the air, only to land in a neighbor's backyard | Baseball was over for the day unless they could get the ball back","The whole field heard a loud crack as the bat connected | Tom was up for bat | When the pitcher threw the ball, he swung his bat hard | Baseball was over for the day unless they could get the ball back | The ball sailed through the air, only to land in a neighbor's backyard","Tom was up for bat | When the pitcher threw the ball, he swung his bat hard | The whole field heard a loud crack as the bat connected | The ball sailed through the air, only to land in a neighbor's backyard | Baseball was over for the day unless they could get the ball back"
"125","Freeman loved his family | They were very nice to him and never made him sad | One day, he had to go to another country | When he went on the airplane, he missed his family | After the trip, Freeman was very happy when he saw his family","One day, he had to go to another country | After the trip, Freeman was very happy when he saw his family | When he went on the airplane, he missed his family | Freeman loved his family | They were very nice to him and never made him sad","Freeman loved his family | They were very nice to him and never made him sad | One day, he had to go to another country | When he went on the airplane, he missed his family | After the trip, Freeman was very happy when he saw his family"
"126","Jane had a 1000 word essay she needed to prepare for class | She took some time to think of a good topic | She did some research online for material to put in her essay | She wrote and rewrote the essay for hours | Jane ended up with a great 1000 word essay on plant reproduction","Jane had a 1000 word essay she needed to prepare for class | She wrote and rewrote the essay for hours | She did some research online for material to put in her essay | Jane ended up with a great 1000 word essay on plant reproduction | She took some time to think of a good topic","Jane had a 1000 word essay she needed to prepare for class | She took some time to think of a good topic | She did some research online for material to put in her essay | She wrote and rewrote the essay for hours | Jane ended up with a great 1000 word essay on plant reproduction"
"127","Sammy loved eating fruit | He thought grapes were the best | He took a bunch in his lunch every day | The grapes were cold and sour | Sammy could eat them all day!","He took a bunch in his lunch every day | The grapes were cold and sour | Sammy could eat them all day! | He thought grapes were the best | Sammy loved eating fruit","Sammy loved eating fruit | He thought grapes were the best | He took a bunch in his lunch every day | The grapes were cold and sour | Sammy could eat them all day!"
"128","Sandy was eating a bag of chips | When she had to go to the bathroom, she left the bag on the table | Several classmates noticed the bag and started to eat it | They also left the bag on the table without throwing it away | Sandy noticed that her chips were gone and became mad","Sandy was eating a bag of chips | Sandy noticed that her chips were gone and became mad | Several classmates noticed the bag and started to eat it | They also left the bag on the table without throwing it away | When she had to go to the bathroom, she left the bag on the table","Sandy was eating a bag of chips | When she had to go to the bathroom, she left the bag on the table | Several classmates noticed the bag and started to eat it | They also left the bag on the table without throwing it away | Sandy noticed that her chips were gone and became mad"
"129","Sometimes the weather got bad at our water park | You could see the lightning strike on the river | The sand would blow around | The pools will close | One time everyone hid in the bathrooms","Sometimes the weather got bad at our water park | You could see the lightning strike on the river | The sand would blow around | One time everyone hid in the bathrooms | The pools will close","Sometimes the weather got bad at our water park | The sand would blow around | You could see the lightning strike on the river | One time everyone hid in the bathrooms | The pools will close"
"130","Frank was having another baby | He knew he had to let go another one of his toys | Frank loved his old Classic Mustang | Frank finally placed it for sell and waited | Frank found a buyer and sold one of his prized possessions","Frank was having another baby | Frank loved his old Classic Mustang | Frank found a buyer and sold one of his prized possessions | Frank finally placed it for sell and waited | He knew he had to let go another one of his toys","Frank was having another baby | He knew he had to let go another one of his toys | Frank loved his old Classic Mustang | Frank finally placed it for sell and waited | Frank found a buyer and sold one of his prized possessions"
"131","Tina wanted to watch a movie on the DVD player | Her brother Cam wanted to watch a baseball game | They fought roughly for control of the TV remote | Their grappling caused them to accidentally knock over the television | Neither of them got what they wanted, since that TV was now broken","Tina wanted to watch a movie on the DVD player | Neither of them got what they wanted, since that TV was now broken | Their grappling caused them to accidentally knock over the television | They fought roughly for control of the TV remote | Her brother Cam wanted to watch a baseball game","Tina wanted to watch a movie on the DVD player | Her brother Cam wanted to watch a baseball game | They fought roughly for control of the TV remote | Their grappling caused them to accidentally knock over the television | Neither of them got what they wanted, since that TV was now broken"
"132","Mani and Mina wanted to get coffee | Mina was having a rough time finding something to wear | Mani thought she looked great in everything she tried on | After a while, Mina listened to Mani | She got dressed to leave with Mani","After a while, Mina listened to Mani | Mani and Mina wanted to get coffee | She got dressed to leave with Mani | Mani thought she looked great in everything she tried on | Mina was having a rough time finding something to wear","Mina was having a rough time finding something to wear | Mani thought she looked great in everything she tried on | She got dressed to leave with Mani | Mani and Mina wanted to get coffee | After a while, Mina listened to Mani"
"133","It was the day of the super bowl | Jim invited his friends to come over | Jim prepared lots of food | Jim and his friends watched the super bowl | They enjoyed each other's company that night","It was the day of the super bowl | They enjoyed each other's company that night | Jim and his friends watched the super bowl | Jim invited his friends to come over | Jim prepared lots of food","It was the day of the super bowl | Jim invited his friends to come over | Jim prepared lots of food | Jim and his friends watched the super bowl | They enjoyed each other's company that night"
"134","Kirby and Melissa met in their college's school spirit group | They were good friends for a few months | They started to develop feelings for each other | They started to date | They were married three years later","They were good friends for a few months | They were married three years later | They started to date | Kirby and Melissa met in their college's school spirit group | They started to develop feelings for each other","Kirby and Melissa met in their college's school spirit group | They were good friends for a few months | They started to develop feelings for each other | They started to date | They were married three years later"
"135","Adler tried to place a fire ant in his brother's bed | He got bit by the ant several times | In addition, he caught an infection | Adler's dad was angry from what happened | He decided to send Adler to summer camp","He decided to send Adler to summer camp | Adler tried to place a fire ant in his brother's bed | In addition, he caught an infection | Adler's dad was angry from what happened | He got bit by the ant several times","Adler tried to place a fire ant in his brother's bed | He got bit by the ant several times | Adler's dad was angry from what happened | In addition, he caught an infection | He decided to send Adler to summer camp"
"136","Alice didn't want to see an action movie at the theater | So when her friends went to see one that night, she had a plan | They all went inside while she went to pee | And she bought a ticket for a romantic comedy instead | When she met them afterwards, they were none the wiser","And she bought a ticket for a romantic comedy instead | They all went inside while she went to pee | When she met them afterwards, they were none the wiser | Alice didn't want to see an action movie at the theater | So when her friends went to see one that night, she had a plan","Alice didn't want to see an action movie at the theater | So when her friends went to see one that night, she had a plan | And she bought a ticket for a romantic comedy instead | They all went inside while she went to pee | When she met them afterwards, they were none the wiser"
"137","Little Kelly loved Swiss cheese so much | She ate it every afternoon as her snack | She ate it, and it alone, for hundreds of days in a row as her snack | One day, she was shocked to suddenly find it foul and nauseating | It was twenty years before she could eat Swiss cheese again","It was twenty years before she could eat Swiss cheese again | Little Kelly loved Swiss cheese so much | She ate it every afternoon as her snack | One day, she was shocked to suddenly find it foul and nauseating | She ate it, and it alone, for hundreds of days in a row as her snack","Little Kelly loved Swiss cheese so much | She ate it every afternoon as her snack | She ate it, and it alone, for hundreds of days in a row as her snack | One day, she was shocked to suddenly find it foul and nauseating | It was twenty years before she could eat Swiss cheese again"
"138","Kim went to a thrift store to buy vinyl albums | She walked to the back to find the music section | She sat on the floor as she sorted through the boxes | Kim saw some she wanted and put them aside | Kim took her selection to the register and paid","She sat on the floor as she sorted through the boxes | Kim went to a thrift store to buy vinyl albums | Kim took her selection to the register and paid | Kim saw some she wanted and put them aside | She walked to the back to find the music section","Kim went to a thrift store to buy vinyl albums | She walked to the back to find the music section | Kim saw some she wanted and put them aside | Kim took her selection to the register and paid | She sat on the floor as she sorted through the boxes"
"139","John and Kathy went to the park to have a picnic | They were enjoying nice weather and food | While they were sitting in the grass, Kathy found a ring | She found out it was golden ring | The jeweler told them it is worth ten thousand dollars","While they were sitting in the grass, Kathy found a ring | John and Kathy went to the park to have a picnic | They were enjoying nice weather and food | She found out it was golden ring | The jeweler told them it is worth ten thousand dollars","John and Kathy went to the park to have a picnic | They were enjoying nice weather and food | While they were sitting in the grass, Kathy found a ring | She found out it was golden ring | The jeweler told them it is worth ten thousand dollars"
"140","My nephew lived across the street from Fresh Pond | When he was 8, he got a fishing pole | We went to the pond to catch some fish | We did not have bait and used gummy worms | We did not catch any fish","My nephew lived across the street from Fresh Pond | We did not have bait and used gummy worms | When he was 8, he got a fishing pole | We did not catch any fish | We went to the pond to catch some fish","My nephew lived across the street from Fresh Pond | When he was 8, he got a fishing pole | We went to the pond to catch some fish | We did not have bait and used gummy worms | We did not catch any fish"
"141","Jared's mom brought him a book of recreation options | He looked through the book | Some of the activities seemed interesting | He picked the one he wanted | Then, he told his mom and she signed him up","Some of the activities seemed interesting | Jared's mom brought him a book of recreation options | He picked the one he wanted | He looked through the book | Then, he told his mom and she signed him up","Jared's mom brought him a book of recreation options | He looked through the book | Some of the activities seemed interesting | He picked the one he wanted | Then, he told his mom and she signed him up"
"142","Cal tried to use Freedompop for his mobile phone | He bought a phone from them but it didn't work | Cal realized the whole company was a big scam | After 3 calls over two months they agreed to refund his money | Cal politely asked for a confirmation email to prove it","Cal politely asked for a confirmation email to prove it | Cal tried to use Freedompop for his mobile phone | He bought a phone from them but it didn't work | After 3 calls over two months they agreed to refund his money | Cal realized the whole company was a big scam","Cal tried to use Freedompop for his mobile phone | He bought a phone from them but it didn't work | Cal politely asked for a confirmation email to prove it | After 3 calls over two months they agreed to refund his money | Cal realized the whole company was a big scam"
"143","Ted was confident his Zika risk was low | He knew that Zika was transmitted by mosquitoes | He lived in Phoenix and had not been bitten by a mosquito in 23 years | However, he fell sick on the day of the concert | He still went to perform and gave a great performance against all odds","Ted was confident his Zika risk was low | He knew that Zika was transmitted by mosquitoes | He still went to perform and gave a great performance against all odds | He lived in Phoenix and had not been bitten by a mosquito in 23 years | However, he fell sick on the day of the concert","He knew that Zika was transmitted by mosquitoes | He lived in Phoenix and had not been bitten by a mosquito in 23 years | Ted was confident his Zika risk was low | He still went to perform and gave a great performance against all odds | However, he fell sick on the day of the concert"
"144","Isabella was happy when she had a day off in the middle of the week | She decided to finally start her spring cleaning | She started with her closest first, taking out clothes she didn't wear | Isabella also cleaned her basement of all its clutter | She loaded her car and drove everything to the local Goodwill store","She loaded her car and drove everything to the local Goodwill store | She started with her closest first, taking out clothes she didn't wear | Isabella was happy when she had a day off in the middle of the week | Isabella also cleaned her basement of all its clutter | She decided to finally start her spring cleaning","Isabella was happy when she had a day off in the middle of the week | She decided to finally start her spring cleaning | She started with her closest first, taking out clothes she didn't wear | Isabella also cleaned her basement of all its clutter | She loaded her car and drove everything to the local Goodwill store"
"145","Kim had a miscarriage | She was devastated | After a few months she felt a little better | Soon she conceived a beautiful new baby | Kim loved her rainbow baby with all her heart!","After a few months she felt a little better | She was devastated | Kim loved her rainbow baby with all her heart! | Kim had a miscarriage | Soon she conceived a beautiful new baby","Kim had a miscarriage | She was devastated | After a few months she felt a little better | Soon she conceived a beautiful new baby | Kim loved her rainbow baby with all her heart!"
"146","I woke up late and was short on time | I rushed around trying to get ready as quickly as possible | I finally left the house only to get stuck in traffic | I arrived 20 minutes late to my office | My boss gave me a warning not to let it happen again","My boss gave me a warning not to let it happen again | I finally left the house only to get stuck in traffic | I woke up late and was short on time | I arrived 20 minutes late to my office | I rushed around trying to get ready as quickly as possible","I woke up late and was short on time | I rushed around trying to get ready as quickly as possible | I finally left the house only to get stuck in traffic | I arrived 20 minutes late to my office | My boss gave me a warning not to let it happen again"
"147","Bill was at a stop light | The light was on red | Billy began to look around while waiting | He suddenly heard a horn behind him | The light had turned green","The light had turned green | Bill was at a stop light | The light was on red | He suddenly heard a horn behind him | Billy began to look around while waiting","Bill was at a stop light | The light was on red | He suddenly heard a horn behind him | Billy began to look around while waiting | The light had turned green"
"148","Jack went to buy a fur coat | He told the store clerk that he wanted a black coat with fur trim | The store owner told him that fur is murder, and said get out | Jack went to a different store | The other store found him a coat made of fur and he was happy","Jack went to buy a fur coat | The other store found him a coat made of fur and he was happy | He told the store clerk that he wanted a black coat with fur trim | The store owner told him that fur is murder, and said get out | Jack went to a different store","Jack went to buy a fur coat | He told the store clerk that he wanted a black coat with fur trim | The store owner told him that fur is murder, and said get out | Jack went to a different store | The other store found him a coat made of fur and he was happy"
"149","Ann wanted an easy lunch | So she opened up a box of mac and cheese | But when she opened it she noticed something | She saw a small black bug inside of it | Ann screamed and threw the box away immediately","Ann screamed and threw the box away immediately | Ann wanted an easy lunch | So she opened up a box of mac and cheese | She saw a small black bug inside of it | But when she opened it she noticed something","Ann wanted an easy lunch | So she opened up a box of mac and cheese | She saw a small black bug inside of it | Ann screamed and threw the box away immediately | But when she opened it she noticed something"
"150","Tom got a lot of candy on Halloween | He had two bags full | The day after Tom ate as much candy as he could | He got incredibly sick that night | From then on Tom didn't stuff himself as much","He had two bags full | From then on Tom didn't stuff himself as much | The day after Tom ate as much candy as he could | Tom got a lot of candy on Halloween | He got incredibly sick that night","Tom got a lot of candy on Halloween | He had two bags full | The day after Tom ate as much candy as he could | He got incredibly sick that night | From then on Tom didn't stuff himself as much"
"151","Todd was eating at a friend's house | He had a seafood allergy | His friend didn't know about the allergy | The soup had seafood in it | Todd got a mild allergic reaction","The soup had seafood in it | Todd was eating at a friend's house | Todd got a mild allergic reaction | He had a seafood allergy | His friend didn't know about the allergy","Todd was eating at a friend's house | His friend didn't know about the allergy | The soup had seafood in it | Todd got a mild allergic reaction | He had a seafood allergy"
"152","The man had itchy feet | He asked the doctor for help | The doctor gave him some cream | His crotch started to itch as well | The doctor told him to use the same cream","He asked the doctor for help | The doctor gave him some cream | His crotch started to itch as well | The doctor told him to use the same cream | The man had itchy feet","The man had itchy feet | He asked the doctor for help | The doctor gave him some cream | His crotch started to itch as well | The doctor told him to use the same cream"
"153","Jeremy was going on his first fishing trip | Jeremy's dad took him out on the lake in a little rowboat | With his hook baited, Jeremy put his line in the water | It wasn't long before Jeremy got a bite | He was so excited to catch the biggest fish he had ever seen","It wasn't long before Jeremy got a bite | With his hook baited, Jeremy put his line in the water | He was so excited to catch the biggest fish he had ever seen | Jeremy's dad took him out on the lake in a little rowboat | Jeremy was going on his first fishing trip","Jeremy was going on his first fishing trip | Jeremy's dad took him out on the lake in a little rowboat | He was so excited to catch the biggest fish he had ever seen | With his hook baited, Jeremy put his line in the water | It wasn't long before Jeremy got a bite"
"154","Kim had just got a new little boy in her class | After his first day, he asked if he could walk home with her | It turned out he'd just moved into the house next door | Kim agreed to walk home with him every day | The new neighbor boy soon became her very best friend!","After his first day, he asked if he could walk home with her | The new neighbor boy soon became her very best friend! | It turned out he'd just moved into the house next door | Kim had just got a new little boy in her class | Kim agreed to walk home with him every day","Kim had just got a new little boy in her class | It turned out he'd just moved into the house next door | After his first day, he asked if he could walk home with her | Kim agreed to walk home with him every day | The new neighbor boy soon became her very best friend!"
"155","Nia wanted to make a change in her appearance | She asked for some advice on ideas from her friends | One of her friends suggested a new hair stylist in town | Nia went to the hair stylist and he cut her hair | Nia is extremely happy with her new hair cut","Nia is extremely happy with her new hair cut | Nia wanted to make a change in her appearance | She asked for some advice on ideas from her friends | One of her friends suggested a new hair stylist in town | Nia went to the hair stylist and he cut her hair","Nia wanted to make a change in her appearance | She asked for some advice on ideas from her friends | One of her friends suggested a new hair stylist in town | Nia went to the hair stylist and he cut her hair | Nia is extremely happy with her new hair cut"
"156","I had a final exam | I decided to not go | My grade was high enough that I could skip the exam | Alas, I didn't read the syllabus correct | I failed the class because the final was worth more than I thought","My grade was high enough that I could skip the exam | I decided to not go | Alas, I didn't read the syllabus correct | I had a final exam | I failed the class because the final was worth more than I thought","My grade was high enough that I could skip the exam | Alas, I didn't read the syllabus correct | I decided to not go | I had a final exam | I failed the class because the final was worth more than I thought"
"157","She had a craving for mexican food | She went to the store to buy something | She looked at all the options | Nothing looked good to her | She chose a box of frozen taquitos to take home","Nothing looked good to her | She looked at all the options | She went to the store to buy something | She chose a box of frozen taquitos to take home | She had a craving for mexican food","She had a craving for mexican food | She went to the store to buy something | She looked at all the options | Nothing looked good to her | She chose a box of frozen taquitos to take home"
"158","One night, I woke up and couldn't get back to sleep | I tried to sleep for thirty minutes before I got up | I sat down on my couch and turned on the tv | I found a horror movie and watched it for a while | Finally, I fell asleep on the couch","Finally, I fell asleep on the couch | I sat down on my couch and turned on the tv | One night, I woke up and couldn't get back to sleep | I tried to sleep for thirty minutes before I got up | I found a horror movie and watched it for a while","One night, I woke up and couldn't get back to sleep | I tried to sleep for thirty minutes before I got up | I sat down on my couch and turned on the tv | I found a horror movie and watched it for a while | Finally, I fell asleep on the couch"
"159","The family was planning a vacation to Florida | They began by finding a place to stay that was affordable | They then contacted the airline company to get a flight | Once they had flights and a place to stay, they rented a car | Now they just had to wait until it was time to leave","They began by finding a place to stay that was affordable | Now they just had to wait until it was time to leave | Once they had flights and a place to stay, they rented a car | They then contacted the airline company to get a flight | The family was planning a vacation to Florida","The family was planning a vacation to Florida | They then contacted the airline company to get a flight | They began by finding a place to stay that was affordable | Once they had flights and a place to stay, they rented a car | Now they just had to wait until it was time to leave"
"160","Keith and his buddies bought tickets to the horse races | They dressed up and drove to the venue | They placed bets on their horses | They watched the races | Their horses won","They watched the races | They placed bets on their horses | They dressed up and drove to the venue | Keith and his buddies bought tickets to the horse races | Their horses won","Keith and his buddies bought tickets to the horse races | They dressed up and drove to the venue | They placed bets on their horses | They watched the races | Their horses won"
"161","There was a dog stuck at home while his owners worked | She really, really, really had to go pee | But the doors were all closed | So she peed in the corner of the living room | Her owners yelled at her when they got home","So she peed in the corner of the living room | She really, really, really had to go pee | Her owners yelled at her when they got home | There was a dog stuck at home while his owners worked | But the doors were all closed","There was a dog stuck at home while his owners worked | She really, really, really had to go pee | But the doors were all closed | So she peed in the corner of the living room | Her owners yelled at her when they got home"
"162","Mary was on her way home | When she arrived at the front of the house, she noticed a strange car | She came inside and heard some noise in her room | It turned out to be her husband with another lady | Her husband panicked and immediately apologized","She came inside and heard some noise in her room | Her husband panicked and immediately apologized | When she arrived at the front of the house, she noticed a strange car | It turned out to be her husband with another lady | Mary was on her way home","Mary was on her way home | When she arrived at the front of the house, she noticed a strange car | She came inside and heard some noise in her room | It turned out to be her husband with another lady | Her husband panicked and immediately apologized"
"163","In 2009 my wife wanted to see the Christmas lights on Boston Common | We had not gone in years | I worked close by | I met her and walked to the Common | The lights put her into a festive mood","In 2009 my wife wanted to see the Christmas lights on Boston Common | We had not gone in years | The lights put her into a festive mood | I worked close by | I met her and walked to the Common","We had not gone in years | In 2009 my wife wanted to see the Christmas lights on Boston Common | I worked close by | I met her and walked to the Common | The lights put her into a festive mood"
"164","Jenny was holding the bat | She told Jeff to throw the ball as fast as he can | Therefore, Jeff tried to make a fast pitch | However, Jenny missed the throw and ended up hitting Max | He fell unconscious","Therefore, Jeff tried to make a fast pitch | He fell unconscious | Jenny was holding the bat | However, Jenny missed the throw and ended up hitting Max | She told Jeff to throw the ball as fast as he can","Jenny was holding the bat | She told Jeff to throw the ball as fast as he can | Therefore, Jeff tried to make a fast pitch | However, Jenny missed the throw and ended up hitting Max | He fell unconscious"
"165","Gina was watching music videos | The cool new girl group had a new video for their new song | In the video they were wearing hats turned backwards | Gina realized she could afford to buy a hat | Gina couldn't afford new clothes, but she would buy a hat like theirs","Gina was watching music videos | In the video they were wearing hats turned backwards | The cool new girl group had a new video for their new song | Gina realized she could afford to buy a hat | Gina couldn't afford new clothes, but she would buy a hat like theirs","The cool new girl group had a new video for their new song | Gina was watching music videos | In the video they were wearing hats turned backwards | Gina realized she could afford to buy a hat | Gina couldn't afford new clothes, but she would buy a hat like theirs"
"166","Lisa woke up one day with a pain in her neck | When she told her best friend, Terry suggested she get acupuncture | Lisa had never had acupuncture and was nervous, but decided to go | She had a very relaxing and comfortable experience | Lisa's pain went away, and she was grateful for Terry's advice","She had a very relaxing and comfortable experience | Lisa woke up one day with a pain in her neck | When she told her best friend, Terry suggested she get acupuncture | Lisa had never had acupuncture and was nervous, but decided to go | Lisa's pain went away, and she was grateful for Terry's advice","Lisa woke up one day with a pain in her neck | When she told her best friend, Terry suggested she get acupuncture | Lisa had never had acupuncture and was nervous, but decided to go | She had a very relaxing and comfortable experience | Lisa's pain went away, and she was grateful for Terry's advice"
"167","Lisa found a baby bird on the ground | She looked for its nest in the nearby trees | When she found it, she moved a step ladder underneath | Lisa carefully put the baby bird back in its nest | She was very pleased with herself for the good deed","Lisa carefully put the baby bird back in its nest | She was very pleased with herself for the good deed | She looked for its nest in the nearby trees | When she found it, she moved a step ladder underneath | Lisa found a baby bird on the ground","Lisa found a baby bird on the ground | She looked for its nest in the nearby trees | When she found it, she moved a step ladder underneath | Lisa carefully put the baby bird back in its nest | She was very pleased with herself for the good deed"
"168","Nat and James were barbecuing in their backyard | They were both in their pajamas | What they didn't know was that the material was flammable | They were both at the grill cooking their food | All of a sudden their pajamas caught on fire!","What they didn't know was that the material was flammable | Nat and James were barbecuing in their backyard | They were both in their pajamas | All of a sudden their pajamas caught on fire! | They were both at the grill cooking their food","Nat and James were barbecuing in their backyard | They were both at the grill cooking their food | They were both in their pajamas | What they didn't know was that the material was flammable | All of a sudden their pajamas caught on fire!"
"169","Kay had a brand new flip phone with an antenna | She was excited to use her phone and called a friend | She waited for the phone to ring but nothing happened | She looked at her phone to see there was no signal | Kay was upset and thanked goodness this wasn't an emergency","Kay was upset and thanked goodness this wasn't an emergency | She was excited to use her phone and called a friend | Kay had a brand new flip phone with an antenna | She waited for the phone to ring but nothing happened | She looked at her phone to see there was no signal","Kay had a brand new flip phone with an antenna | She was excited to use her phone and called a friend | She waited for the phone to ring but nothing happened | She looked at her phone to see there was no signal | Kay was upset and thanked goodness this wasn't an emergency"
"170","Francisco wasn't feeling very well, even though he had work | He called in sick | He couldn't sleep, so he tried watching television | When he found there wasn't anything on, he decided on an online game | He was playing when his boss logged on from work","Francisco wasn't feeling very well, even though he had work | When he found there wasn't anything on, he decided on an online game | He was playing when his boss logged on from work | He couldn't sleep, so he tried watching television | He called in sick","Francisco wasn't feeling very well, even though he had work | He couldn't sleep, so he tried watching television | When he found there wasn't anything on, he decided on an online game | He was playing when his boss logged on from work | He called in sick"
"171","I was tasked to watch my toddler son while my wife was out on errands | My son began wailing as soon as my wife left the house | I tried to give him some milk and he threw it | He would not stop crying no matter what I did | When my wife got home he immediately stopped crying","My son began wailing as soon as my wife left the house | I was tasked to watch my toddler son while my wife was out on errands | He would not stop crying no matter what I did | When my wife got home he immediately stopped crying | I tried to give him some milk and he threw it","I was tasked to watch my toddler son while my wife was out on errands | My son began wailing as soon as my wife left the house | I tried to give him some milk and he threw it | He would not stop crying no matter what I did | When my wife got home he immediately stopped crying"
"172","Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | One night, Bill got a call that a man had been badly hurt at a bar | All the customers said it was Bill's brother that had hurt the man | Bill had no choice but to finally lock his brother up","All the customers said it was Bill's brother that had hurt the man | One night, Bill got a call that a man had been badly hurt at a bar | Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | Bill had no choice but to finally lock his brother up","Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | One night, Bill got a call that a man had been badly hurt at a bar | All the customers said it was Bill's brother that had hurt the man | Bill had no choice but to finally lock his brother up"
"173","Emma was watching fireworks over the city | One of the fireworks appeared to explode | A giant orange fireball flew into the air | When it landed, it sparked a huge fire | Luckily the city was able to contain it","One of the fireworks appeared to explode | Emma was watching fireworks over the city | A giant orange fireball flew into the air | Luckily the city was able to contain it | When it landed, it sparked a huge fire","Emma was watching fireworks over the city | One of the fireworks appeared to explode | A giant orange fireball flew into the air | When it landed, it sparked a huge fire | Luckily the city was able to contain it"
"174","Tom was out putting up christmas lights | It was cold and slippery | He was on top of a ladder | Tom slipped and fell off | He was injured pretty bad","He was on top of a ladder | Tom was out putting up christmas lights | It was cold and slippery | He was injured pretty bad | Tom slipped and fell off","Tom was out putting up christmas lights | It was cold and slippery | He was on top of a ladder | Tom slipped and fell off | He was injured pretty bad"
"175","Jake was offered a new job | It was in a different state | They offered to pay for his move | Jake declined | He didn't want to move so far from family","Jake declined | It was in a different state | He didn't want to move so far from family | They offered to pay for his move | Jake was offered a new job","Jake was offered a new job | It was in a different state | He didn't want to move so far from family | They offered to pay for his move | Jake declined"
"176","Rachel had plants as decorations in her dining room | A big topiary was her favorite | It had three levels stacked on top of each other | She watered it carefully every day | The topiary grew and grew","Rachel had plants as decorations in her dining room | The topiary grew and grew | She watered it carefully every day | It had three levels stacked on top of each other | A big topiary was her favorite","Rachel had plants as decorations in her dining room | A big topiary was her favorite | She watered it carefully every day | The topiary grew and grew | It had three levels stacked on top of each other"
"177","I had a stroke in 2011 | I survived with hemiparesis | We visited friends in December of 2012 | My friend encouraged me to keep exercising to overcome hemiparesis | I told him I had given up, saddening my daughter","I had a stroke in 2011 | I told him I had given up, saddening my daughter | I survived with hemiparesis | We visited friends in December of 2012 | My friend encouraged me to keep exercising to overcome hemiparesis","I had a stroke in 2011 | I survived with hemiparesis | My friend encouraged me to keep exercising to overcome hemiparesis | I told him I had given up, saddening my daughter | We visited friends in December of 2012"
"178","Tim was at a magic show | He loved it so much | He decided to become a magician | He practiced very hard | When he grew up, he was the best magician ever","Tim was at a magic show | When he grew up, he was the best magician ever | He loved it so much | He practiced very hard | He decided to become a magician","Tim was at a magic show | He loved it so much | He decided to become a magician | He practiced very hard | When he grew up, he was the best magician ever"
"179","The principle was giving an award | It was the academic award | She gave it to the smartest student | Everyone cheered for her | The girl was praised the rest of the day in school","Everyone cheered for her | The girl was praised the rest of the day in school | The principle was giving an award | It was the academic award | She gave it to the smartest student","The principle was giving an award | It was the academic award | She gave it to the smartest student | Everyone cheered for her | The girl was praised the rest of the day in school"
"180","Gina did well in school, but she was shy | Her teacher gave her a part narrating the class play | Gina didn't want to be in the play | She saw the crowd and she froze | Gina ran off the stage crying","Her teacher gave her a part narrating the class play | She saw the crowd and she froze | Gina ran off the stage crying | Gina did well in school, but she was shy | Gina didn't want to be in the play","Gina did well in school, but she was shy | Her teacher gave her a part narrating the class play | Gina didn't want to be in the play | She saw the crowd and she froze | Gina ran off the stage crying"
"181","Jake had to tell his parents he was going to get divorced | He knew they would take his wife's side | He was right | He finally had enough | He told them they could marry her, if they loved her that much","Jake had to tell his parents he was going to get divorced | He finally had enough | He was right | He told them they could marry her, if they loved her that much | He knew they would take his wife's side","He finally had enough | Jake had to tell his parents he was going to get divorced | He knew they would take his wife's side | He told them they could marry her, if they loved her that much | He was right"
"182","Matt lived in a suburb of Orlando | One day, he saw on the news that had been a lot of black bear sightings | The black bears would go to people's houses and eat their trash | The next day, Matt saw a black bear at his house digging in the trash | Eventually, the bear left his house and his trash","One day, he saw on the news that had been a lot of black bear sightings | The next day, Matt saw a black bear at his house digging in the trash | Matt lived in a suburb of Orlando | Eventually, the bear left his house and his trash | The black bears would go to people's houses and eat their trash","Matt lived in a suburb of Orlando | One day, he saw on the news that had been a lot of black bear sightings | The black bears would go to people's houses and eat their trash | The next day, Matt saw a black bear at his house digging in the trash | Eventually, the bear left his house and his trash"
"183","Ashley wanted to purchase a new sofa | She had to decide between new or used | Ashley compared the prices between new and old | Ashley discovered that she could save a lot of money buying used | Ashley decided to purchase a used sofa instead of a new one","Ashley decided to purchase a used sofa instead of a new one | Ashley wanted to purchase a new sofa | Ashley discovered that she could save a lot of money buying used | She had to decide between new or used | Ashley compared the prices between new and old","Ashley wanted to purchase a new sofa | She had to decide between new or used | Ashley compared the prices between new and old | Ashley discovered that she could save a lot of money buying used | Ashley decided to purchase a used sofa instead of a new one"
"184","Jimmy couldn't ever get in contact with his friends easily | He decided to buy a cell phone | Jimmy went to the phone store to pick a phone | Jimmy picked an iphone | Now Jimmy can easily contact his friends","He decided to buy a cell phone | Jimmy picked an iphone | Now Jimmy can easily contact his friends | Jimmy couldn't ever get in contact with his friends easily | Jimmy went to the phone store to pick a phone","Jimmy couldn't ever get in contact with his friends easily | He decided to buy a cell phone | Jimmy went to the phone store to pick a phone | Jimmy picked an iphone | Now Jimmy can easily contact his friends"
