"original_story","reordered_story"
"Jack went to buy a fur coat | He told the store clerk that he wanted a black coat with fur trim | The store owner told him that fur is murder, and said get out | Jack went to a different store | The other store found him a coat made of fur and he was happy","Jack went to buy a fur coat | He told the store clerk that he wanted a black coat with fur trim | The store owner told him that fur is murder, and said get out | Jack went to a different store | The other store found him a coat made of fur and he was happy"
"Ann wanted an easy lunch | So she opened up a box of mac and cheese | But when she opened it she noticed something | She saw a small black bug inside of it | Ann screamed and threw the box away immediately","Ann wanted an easy lunch | So she opened up a box of mac and cheese | But when she opened it she noticed something | She saw a small black bug inside of it | Ann screamed and threw the box away immediately"
"Tom got a lot of candy on Halloween | He had two bags full | The day after Tom ate as much candy as he could | He got incredibly sick that night | From then on Tom didn't stuff himself as much","Tom got a lot of candy on Halloween | He had two bags full | The day after Tom ate as much candy as he could | He got incredibly sick that night | From then on Tom didn't stuff himself as much"
"Todd was eating at a friend's house | He had a seafood allergy | His friend didn't know about the allergy | The soup had seafood in it | Todd got a mild allergic reaction","He had a seafood allergy | His friend didn't know about the allergy | Todd was eating at a friend's house | The soup had seafood in it | Todd got a mild allergic reaction"
"The man had itchy feet | He asked the doctor for help | The doctor gave him some cream | His crotch started to itch as well | The doctor told him to use the same cream","The man had itchy feet | He asked the doctor for help | The doctor gave him some cream | His crotch started to itch as well | The doctor told him to use the same cream"
"Jeremy was going on his first fishing trip | Jeremy's dad took him out on the lake in a little rowboat | With his hook baited, Jeremy put his line in the water | It wasn't long before Jeremy got a bite | He was so excited to catch the biggest fish he had ever seen","Jeremy was going on his first fishing trip | Jeremy's dad took him out on the lake in a little rowboat | With his hook baited, Jeremy put his line in the water | It wasn't long before Jeremy got a bite | He was so excited to catch the biggest fish he had ever seen"
"Kim had just got a new little boy in her class | After his first day, he asked if he could walk home with her | It turned out he'd just moved into the house next door | Kim agreed to walk home with him every day | The new neighbor boy soon became her very best friend!","Kim had just got a new little boy in her class | After his first day, he asked if he could walk home with her | It turned out he'd just moved into the house next door | Kim agreed to walk home with him every day | The new neighbor boy soon became her very best friend!"
"Nia wanted to make a change in her appearance | She asked for some advice on ideas from her friends | One of her friends suggested a new hair stylist in town | Nia went to the hair stylist and he cut her hair | Nia is extremely happy with her new hair cut","Nia wanted to make a change in her appearance | She asked for some advice on ideas from her friends | One of her friends suggested a new hair stylist in town | Nia went to the hair stylist and he cut her hair | Nia is extremely happy with her new hair cut"
"I had a final exam | I decided to not go | My grade was high enough that I could skip the exam | Alas, I didn't read the syllabus correct | I failed the class because the final was worth more than I thought","I had a final exam | Alas, I didn't read the syllabus correct | My grade was high enough that I could skip the exam | I decided to not go | I failed the class because the final was worth more than I thought"
"She had a craving for mexican food | She went to the store to buy something | She looked at all the options | Nothing looked good to her | She chose a box of frozen taquitos to take home","She had a craving for mexican food | She went to the store to buy something | She looked at all the options | Nothing looked good to her | She chose a box of frozen taquitos to take home"
"One night, I woke up and couldn't get back to sleep | I tried to sleep for thirty minutes before I got up | I sat down on my couch and turned on the tv | I found a horror movie and watched it for a while | Finally, I fell asleep on the couch","One night, I woke up and couldn't get back to sleep | I tried to sleep for thirty minutes before I got up | I sat down on my couch and turned on the tv | I found a horror movie and watched it for a while | Finally, I fell asleep on the couch"
"The family was planning a vacation to Florida | They began by finding a place to stay that was affordable | They then contacted the airline company to get a flight | Once they had flights and a place to stay, they rented a car | Now they just had to wait until it was time to leave","The family was planning a vacation to Florida | They began by finding a place to stay that was affordable | They then contacted the airline company to get a flight | Once they had flights and a place to stay, they rented a car | Now they just had to wait until it was time to leave"
"Keith and his buddies bought tickets to the horse races | They dressed up and drove to the venue | They placed bets on their horses | They watched the races | Their horses won","They dressed up and drove to the venue | Keith and his buddies bought tickets to the horse races | They placed bets on their horses | They watched the races | Their horses won"
"There was a dog stuck at home while his owners worked | She really, really, really had to go pee | But the doors were all closed | So she peed in the corner of the living room | Her owners yelled at her when they got home","There was a dog stuck at home while his owners worked | She really, really, really had to go pee | But the doors were all closed | So she peed in the corner of the living room | Her owners yelled at her when they got home"
"Mary was on her way home | When she arrived at the front of the house, she noticed a strange car | She came inside and heard some noise in her room | It turned out to be her husband with another lady | Her husband panicked and immediately apologized","Mary was on her way home | When she arrived at the front of the house, she noticed a strange car | She came inside and heard some noise in her room | It turned out to be her husband with another lady | Her husband panicked and immediately apologized"
"In 2009 my wife wanted to see the Christmas lights on Boston Common | We had not gone in years | I worked close by | I met her and walked to the Common | The lights put her into a festive mood","We had not gone in years | In 2009 my wife wanted to see the Christmas lights on Boston Common | I worked close by | I met her and walked to the Common | The lights put her into a festive mood"
"Jenny was holding the bat | She told Jeff to throw the ball as fast as he can | Therefore, Jeff tried to make a fast pitch | However, Jenny missed the throw and ended up hitting Max | He fell unconscious","Jenny was holding the bat | She told Jeff to throw the ball as fast as he can | Therefore, Jeff tried to make a fast pitch | However, Jenny missed the throw and ended up hitting Max | He fell unconscious"
"Gina was watching music videos | The cool new girl group had a new video for their new song | In the video they were wearing hats turned backwards | Gina realized she could afford to buy a hat | Gina couldn't afford new clothes, but she would buy a hat like theirs","The cool new girl group had a new video for their new song | Gina was watching music videos | In the video they were wearing hats turned backwards | Gina realized she could afford to buy a hat | Gina couldn't afford new clothes, but she would buy a hat like theirs"
"Lisa woke up one day with a pain in her neck | When she told her best friend, Terry suggested she get acupuncture | Lisa had never had acupuncture and was nervous, but decided to go | She had a very relaxing and comfortable experience | Lisa's pain went away, and she was grateful for Terry's advice","Lisa woke up one day with a pain in her neck | When she told her best friend, Terry suggested she get acupuncture | Lisa had never had acupuncture and was nervous, but decided to go | She had a very relaxing and comfortable experience | Lisa's pain went away, and she was grateful for Terry's advice"
"Lisa found a baby bird on the ground | She looked for its nest in the nearby trees | When she found it, she moved a step ladder underneath | Lisa carefully put the baby bird back in its nest | She was very pleased with herself for the good deed","Lisa found a baby bird on the ground | She looked for its nest in the nearby trees | When she found it, she moved a step ladder underneath | Lisa carefully put the baby bird back in its nest | She was very pleased with herself for the good deed"
"Nat and James were barbecuing in their backyard | They were both in their pajamas | What they didn't know was that the material was flammable | They were both at the grill cooking their food | All of a sudden their pajamas caught on fire!","They were both in their pajamas | What they didn't know was that the material was flammable | Nat and James were barbecuing in their backyard | They were both at the grill cooking their food | All of a sudden their pajamas caught on fire!"
"Kay had a brand new flip phone with an antenna | She was excited to use her phone and called a friend | She waited for the phone to ring but nothing happened | She looked at her phone to see there was no signal | Kay was upset and thanked goodness this wasn't an emergency","Kay had a brand new flip phone with an antenna | She was excited to use her phone and called a friend | She waited for the phone to ring but nothing happened | She looked at her phone to see there was no signal | Kay was upset and thanked goodness this wasn't an emergency"
"Francisco wasn't feeling very well, even though he had work | He called in sick | He couldn't sleep, so he tried watching television | When he found there wasn't anything on, he decided on an online game | He was playing when his boss logged on from work","Francisco wasn't feeling very well, even though he had work | He called in sick | He couldn't sleep, so he tried watching television | When he found there wasn't anything on, he decided on an online game | He was playing when his boss logged on from work"
"I was tasked to watch my toddler son while my wife was out on errands | My son began wailing as soon as my wife left the house | I tried to give him some milk and he threw it | He would not stop crying no matter what I did | When my wife got home he immediately stopped crying","I was tasked to watch my toddler son while my wife was out on errands | My son began wailing as soon as my wife left the house | I tried to give him some milk and he threw it | He would not stop crying no matter what I did | When my wife got home he immediately stopped crying"
"Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | One night, Bill got a call that a man had been badly hurt at a bar | All the customers said it was Bill's brother that had hurt the man | Bill had no choice but to finally lock his brother up","Bill was a small town cop and his brother the town bully | Bill was always getting him out of trouble | One night, Bill got a call that a man had been badly hurt at a bar | All the customers said it was Bill's brother that had hurt the man | Bill had no choice but to finally lock his brother up"
"Emma was watching fireworks over the city | One of the fireworks appeared to explode | A giant orange fireball flew into the air | When it landed, it sparked a huge fire | Luckily the city was able to contain it","Emma was watching fireworks over the city | One of the fireworks appeared to explode | A giant orange fireball flew into the air | When it landed, it sparked a huge fire | Luckily the city was able to contain it"
"Tom was out putting up christmas lights | It was cold and slippery | He was on top of a ladder | Tom slipped and fell off | He was injured pretty bad","Tom was out putting up christmas lights | It was cold and slippery | He was on top of a ladder | Tom slipped and fell off | He was injured pretty bad"
"Jake was offered a new job | It was in a different state | They offered to pay for his move | Jake declined | He didn't want to move so far from family","Jake was offered a new job | It was in a different state | He didn't want to move so far from family | They offered to pay for his move | Jake declined"
"Rachel had plants as decorations in her dining room | A big topiary was her favorite | It had three levels stacked on top of each other | She watered it carefully every day | The topiary grew and grew","Rachel had plants as decorations in her dining room | A big topiary was her favorite | It had three levels stacked on top of each other | She watered it carefully every day | The topiary grew and grew"
"I had a stroke in 2011 | I survived with hemiparesis | We visited friends in December of 2012 | My friend encouraged me to keep exercising to overcome hemiparesis | I told him I had given up, saddening my daughter","I had a stroke in 2011 | I survived with hemiparesis | We visited friends in December of 2012 | I told him I had given up, saddening my daughter | My friend encouraged me to keep exercising to overcome hemiparesis"
"Tim was at a magic show | He loved it so much | He decided to become a magician | He practiced very hard | When he grew up, he was the best magician ever","Tim was at a magic show | He loved it so much | He decided to become a magician | He practiced very hard | When he grew up, he was the best magician ever"
"The principle was giving an award | It was the academic award | She gave it to the smartest student | Everyone cheered for her | The girl was praised the rest of the day in school","The principle was giving an award | It was the academic award | She gave it to the smartest student | Everyone cheered for her | The girl was praised the rest of the day in school"
"Gina did well in school, but she was shy | Her teacher gave her a part narrating the class play | Gina didn't want to be in the play | She saw the crowd and she froze | Gina ran off the stage crying","Gina did well in school, but she was shy | Her teacher gave her a part narrating the class play | Gina didn't want to be in the play | She saw the crowd and she froze | Gina ran off the stage crying"
"Jake had to tell his parents he was going to get divorced | He knew they would take his wife's side | He was right | He finally had enough | He told them they could marry her, if they loved her that much","He finally had enough | Jake had to tell his parents he was going to get divorced | He knew they would take his wife's side | He was right | He told them they could marry her, if they loved her that much"
"Matt lived in a suburb of Orlando | One day, he saw on the news that had been a lot of black bear sightings | The black bears would go to people's houses and eat their trash | The next day, Matt saw a black bear at his house digging in the trash | Eventually, the bear left his house and his trash","Matt lived in a suburb of Orlando | One day, he saw on the news that had been a lot of black bear sightings | The black bears would go to people's houses and eat their trash | The next day, Matt saw a black bear at his house digging in the trash | Eventually, the bear left his house and his trash"
"Ashley wanted to purchase a new sofa | She had to decide between new or used | Ashley compared the prices between new and old | Ashley discovered that she could save a lot of money buying used | Ashley decided to purchase a used sofa instead of a new one","Ashley wanted to purchase a new sofa | She had to decide between new or used | Ashley compared the prices between new and old | Ashley discovered that she could save a lot of money buying used | Ashley decided to purchase a used sofa instead of a new one"
"Jimmy couldn't ever get in contact with his friends easily | He decided to buy a cell phone | Jimmy went to the phone store to pick a phone | Jimmy picked an iphone | Now Jimmy can easily contact his friends","Jimmy couldn't ever get in contact with his friends easily | He decided to buy a cell phone | Jimmy went to the phone store to pick a phone | Jimmy picked an iphone | Now Jimmy can easily contact his friends"
"Abe found an email from his apartment manager | She had written that FedEx dropped his package off in the lobby | She'd taken it and put it at his door and just wanted him to know | Abe was irritated she'd had to do that | He wondered why FedEx couldn't come to his door where UPS could","Abe found an email from his apartment manager | She had written that FedEx dropped his package off in the lobby | She'd taken it and put it at his door and just wanted him to know | Abe was irritated she'd had to do that | He wondered why FedEx couldn't come to his door where UPS could"
"Jerry was a very bad student | He never studied for any exams | One day, he studied very hard for his science test | He got an A | His teacher praised him","Jerry was a very bad student | He never studied for any exams | One day, he studied very hard for his science test | He got an A | His teacher praised him"
"Jim and Janie Jones had a cat named Vixen | Jim and Janie brought a new baby home one day | Vixen did not like the new baby | Vixen began to tear the curtains in the house | Vixen was sent to live at Grandma's house","Jim and Janie Jones had a cat named Vixen | Jim and Janie brought a new baby home one day | Vixen did not like the new baby | Vixen began to tear the curtains in the house | Vixen was sent to live at Grandma's house"
"Brian, a wildlife specialist, took in an abandoned tiger cub | He cared for the animal and nursed it | After the cub grew to a certain size, Brian took it to the local zoo | Brian got a special pass to see the tiger whenever he wants, up close | To this day, Brian is sure that tiger recognizes him","Brian, a wildlife specialist, took in an abandoned tiger cub | He cared for the animal and nursed it | After the cub grew to a certain size, Brian took it to the local zoo | Brian got a special pass to see the tiger whenever he wants, up close | To this day, Brian is sure that tiger recognizes him"
"Madeline decided to take a nice walk in the park | On this walk she was caught off guard | Madeline saw a white rabbit in the park | The rabbit seemed like it wanted a home | Madeline took the rabbit home","Madeline decided to take a nice walk in the park | Madeline saw a white rabbit in the park | On this walk she was caught off guard | The rabbit seemed like it wanted a home | Madeline took the rabbit home"
"Carlos lost all his belongings | His apartment building had a huge fire | Carlos was sad and was devastated | He went to live with his aunt | Eventually Carlos got his life back together","His apartment building had a huge fire | Carlos lost all his belongings | Carlos was sad and was devastated | He went to live with his aunt | Eventually Carlos got his life back together"
"Jen never wanted kids | One day she fell pregnant | She had a daughter 9 months later | Jen loved her daughter instantly | She is so happy to have her daughter","Jen never wanted kids | One day she fell pregnant | She had a daughter 9 months later | Jen loved her daughter instantly | She is so happy to have her daughter"
"Todd wanted to buy a mouse for PC gaming | He found that most options were expensive and gimmicky | There were a few reasonable-looking and high-quality options | But these were outside of his budget | Todd settled for a regular non-gaming mouse for his purposes","Todd wanted to buy a mouse for PC gaming | He found that most options were expensive and gimmicky | There were a few reasonable-looking and high-quality options | But these were outside of his budget | Todd settled for a regular non-gaming mouse for his purposes"
"A third base coach gave the wrong sign to a player on first | The player ran to steal second base and was almost thrown out | The coach felt in the moment so he told the player to steal again | Once again the player tried to steal a base but was thrown out | That was the third out and the inning was over","A third base coach gave the wrong sign to a player on first | The player ran to steal second base and was almost thrown out | The coach felt in the moment so he told the player to steal again | Once again the player tried to steal a base but was thrown out | That was the third out and the inning was over"
"Donald played chess on his computer | He was very good but the computer was even better | Donald grew frustrated when he lost his match | The computer remained silent | Donald yelled at the computer as if it were a person","Donald played chess on his computer | He was very good but the computer was even better | Donald grew frustrated when he lost his match | Donald yelled at the computer as if it were a person | The computer remained silent"
"When I was young, I had a crazy dog | She got stuck on the other side of the lake | My mom arrived to pick me up | I yelled for my dog Petie to come around the lake | However, she dove in and swam across the middle","When I was young, I had a crazy dog | She got stuck on the other side of the lake | I yelled for my dog Petie to come around the lake | However, she dove in and swam across the middle | My mom arrived to pick me up"
"Nia was making stir fry | Her forearm got a bad burn | She applied antibiotic cream to it | Then she covered it for a few days | Soon Nia's burn looked much better!","Nia was making stir fry | Her forearm got a bad burn | She applied antibiotic cream to it | Then she covered it for a few days | Soon Nia's burn looked much better!"
"Kelly got the animal crossing game | She thought it was so much fun | She played it nonstop | She played it so much she broke her game console | At that point she couldn't play again","Kelly got the animal crossing game | She thought it was so much fun | She played it nonstop | She played it so much she broke her game console | At that point she couldn't play again"
"A nurse at a hospital was working get shift in the labor unit | A mother had abandoned her baby upon birth | The nurse couldn't have children and decided to take the baby home | Her husband was shocked, but nonetheless grateful | The whole family welcomed the baby with open arms","A nurse at a hospital was working get shift in the labor unit | A mother had abandoned her baby upon birth | The nurse couldn't have children and decided to take the baby home | Her husband was shocked, but nonetheless grateful | The whole family welcomed the baby with open arms"
"Carol went snorkeling while in Florida | While snorkeling, she got stung by several jellyfish | Her tour guide sprinkled meat tenderizer over the stings | The pain went away almost immediately | Carol recovered, but she gets anxious when she sees meat tenderizer","Carol went snorkeling while in Florida | While snorkeling, she got stung by several jellyfish | Her tour guide sprinkled meat tenderizer over the stings | The pain went away almost immediately | Carol recovered, but she gets anxious when she sees meat tenderizer"
"Today I went to cvs | Peanut m&ms were on sale | I wanted to buy some | I put some in my mouth | I ate all of them at once","I wanted to buy some | Today I went to cvs | Peanut m&ms were on sale | I put some in my mouth | I ate all of them at once"
"Lori's boyfriend wasn't very smart | She wanted to break up with him, but didn't want to hurt his feelings | She introduced him to a friend she thought he would like | Pretty soon, Lori's boyfriend broke up with her to date her friend | Lori found a new guy, and now everyone is happy","Lori's boyfriend wasn't very smart | She wanted to break up with him, but didn't want to hurt his feelings | She introduced him to a friend she thought he would like | Pretty soon, Lori's boyfriend broke up with her to date her friend | Lori found a new guy, and now everyone is happy"
"I went to Church Camp one year | We took a long nature hike into the woods | Suddenly, a family of bumble bees started swarming me and I ran | I soon became lost in the woods for hours, and was terrified | Later on, a church search party had found me and took me back","I went to Church Camp one year | We took a long nature hike into the woods | Suddenly, a family of bumble bees started swarming me and I ran | I soon became lost in the woods for hours, and was terrified | Later on, a church search party had found me and took me back"
"I walked to the mailbox to see if I got any mail | There was only bills and a single personal letter | The letter was addressed to a person I didn't know | I ripped open the letter and read it anyway | I wrote back to the sender and told him to not bother me","I walked to the mailbox to see if I got any mail | There was only bills and a single personal letter | The letter was addressed to a person I didn't know | I ripped open the letter and read it anyway | I wrote back to the sender and told him to not bother me"
"Milton was a drunk who enjoyed making his nieces and nephews cry | He was three times their age but enjoyed making them angry | One day while drunk beyond words he slurred and fell on a child | It was his own niece and she was hurt pretty bad, she broke a leg | The family banned him and he became a homeless drunk","Milton was a drunk who enjoyed making his nieces and nephews cry | He was three times their age but enjoyed making them angry | One day while drunk beyond words he slurred and fell on a child | It was his own niece and she was hurt pretty bad, she broke a leg | The family banned him and he became a homeless drunk"
"Travis loved to play with his toy trains | He had trains of all varieties, from big to small | His friend were envious of his trains, and plotted to steal them | They went to Travis' house in the dead of night | They found that Travis had locked his house up too tight to enter","Travis loved to play with his toy trains | He had trains of all varieties, from big to small | His friend were envious of his trains, and plotted to steal them | They went to Travis' house in the dead of night | They found that Travis had locked his house up too tight to enter"
"Timmy had a checkup today | He was scheduled to get shots | His mommy took him to the doctor | Timmy was scared, but he stayed brave | He got the shots, and didn't even cry","He was scheduled to get shots | His mommy took him to the doctor | Timmy had a checkup today | Timmy was scared, but he stayed brave | He got the shots, and didn't even cry"
"Tom was ready to eat at the buffet | He ate as much food as possible | Then he went back for more | When he left, his stomach hurt really bad | He learned to never eat like that again","Tom was ready to eat at the buffet | He ate as much food as possible | Then he went back for more | When he left, his stomach hurt really bad | He learned to never eat like that again"
"Tom was frugal | He wanted to reduce his expenses | He decided to cancel his cable TV service | He called the company | He cancelled the service","Tom was frugal | He wanted to reduce his expenses | He decided to cancel his cable TV service | He called the company | He cancelled the service"
"Nathan dove into the pool | He over rotated his body during the dive | He hit the water on his back | The lifeguard heard the noise | The lifeguard jumped into the pool to help Nathan","Nathan dove into the pool | He over rotated his body during the dive | He hit the water on his back | The lifeguard heard the noise | The lifeguard jumped into the pool to help Nathan"
"Carl went for a hike along a wide river | When it got really hot he took his clothes off and went for a swim | The water felt good to Carl | He swam to the other side of the river | When he got out he realized he clothes were on the other side","Carl went for a hike along a wide river | When it got really hot he took his clothes off and went for a swim | The water felt good to Carl | He swam to the other side of the river | When he got out he realized he clothes were on the other side"
"Wilce always wanted to go to the Amazon | To swim in its rivers, and study its animals | He had an issue though, he couldn't walk | That didn't stop him though, and he became an environmental scientist | Years later, he was able to swim in the amazon and meet its animals","Wilce always wanted to go to the Amazon | To swim in its rivers, and study its animals | He had an issue though, he couldn't walk | That didn't stop him though, and he became an environmental scientist | Years later, he was able to swim in the amazon and meet its animals"
"When I was 15, I had an imaginary friend | My imaginary friend was named Jeff | Jeff was always with me, even if he was imaginary | When I was 16, I no longer needed an imaginary friend | Jeff left my life and I haven't seen him since","When I was 15, I had an imaginary friend | My imaginary friend was named Jeff | Jeff was always with me, even if he was imaginary | When I was 16, I no longer needed an imaginary friend | Jeff left my life and I haven't seen him since"
"Darrel was fifteen | It was his birthday and his family forgot | He acted up and got into a fight with his dad | He was kicked out and told never to return | He never did","Darrel was fifteen | It was his birthday and his family forgot | He acted up and got into a fight with his dad | He was kicked out and told never to return | He never did"
"Madison was going to a party | She knew her mother didn't want her to go to the party | Madison told her mother she was sleeping at a friend's | Madison's mother called the friend because she forgot her clothes | Madison's mother found out that she lied","She knew her mother didn't want her to go to the party | Madison told her mother she was sleeping at a friend's | Madison was going to a party | Madison's mother called the friend because she forgot her clothes | Madison's mother found out that she lied"
"Sally signed up for her first 5K | She had been training for a few months | She was determined to beat her personal record | When race day came, she was ready | Sally beat her record and finished in a great time","She had been training for a few months | Sally signed up for her first 5K | She was determined to beat her personal record | When race day came, she was ready | Sally beat her record and finished in a great time"
"Marissa was pregnant but far from her due date | She was planning on a relaxing month before she would give birth | Suddenly one day she began feeling pains | She thought it must be something else since it was so early | To her shock, it was the baby who was early but healthy","Marissa was pregnant but far from her due date | She was planning on a relaxing month before she would give birth | Suddenly one day she began feeling pains | She thought it must be something else since it was so early | To her shock, it was the baby who was early but healthy"
"A young man worked as an apprentice at a bicycle shop | A customer sent a bike into the shop for repair | The young boy repaired the bike | Other workers laughed at him for doing redundant work | He got a job, after the boss noticed what great work he did","A young man worked as an apprentice at a bicycle shop | A customer sent a bike into the shop for repair | Other workers laughed at him for doing redundant work | The young boy repaired the bike | He got a job, after the boss noticed what great work he did"
"Phil lived in a suburban neighborhood that had many animal visitors | Phil's favorite visitor was a young buck deer | This deer would nap outside his window during the day | Phil thought maybe one of his cats would find the deer interesting | When he placed the cat in the window it became frightened and fled","Phil lived in a suburban neighborhood that had many animal visitors | Phil's favorite visitor was a young buck deer | This deer would nap outside his window during the day | Phil thought maybe one of his cats would find the deer interesting | When he placed the cat in the window it became frightened and fled"
"Damien needed to purchase a new car | He went to several car dealers to look at options | He went online to further research the topic | Damien decided on a Ford Mustang | Two weeks later he went to the Ford dealer and purchased one","Damien needed to purchase a new car | He went to several car dealers to look at options | He went online to further research the topic | Damien decided on a Ford Mustang | Two weeks later he went to the Ford dealer and purchased one"
"I went to my favorite cafe yesterday | When I sat down, an attractive woman was sitting in the easy chair | That is my usual chair, so I asked her to move immediately | She protested, but I made her laugh with a few quick jokes | We ended up talking for hours, and now we're dating","I went to my favorite cafe yesterday | When I sat down, an attractive woman was sitting in the easy chair | That is my usual chair, so I asked her to move immediately | She protested, but I made her laugh with a few quick jokes | We ended up talking for hours, and now we're dating"
"Tom hated bugs | It was a warm day during the summer | And a whole swarm of mosquitos gathered around tom | He started to swat them away | But they were so energetic he ended up running inside his house","It was a warm day during the summer | Tom hated bugs | And a whole swarm of mosquitos gathered around tom | He started to swat them away | But they were so energetic he ended up running inside his house"
"Gina's friend May was making friendship bracelets in class | Gina wanted to make one for herself | So she watched as May made them | Gina was a quick learner | In no time she had learned how to make the bracelets herself","Gina's friend May was making friendship bracelets in class | Gina wanted to make one for herself | So she watched as May made them | Gina was a quick learner | In no time she had learned how to make the bracelets herself"
"My girlfriend was born in India | Her mom is an Anglo-Indian with very foreign mannerisms | I had never tasted curry until I came to visit two months ago | I have now had curry forced down my throat for 42 days | I really do love curry though, but I miss sushi","Her mom is an Anglo-Indian with very foreign mannerisms | My girlfriend was born in India | I had never tasted curry until I came to visit two months ago | I have now had curry forced down my throat for 42 days | I really do love curry though, but I miss sushi"
"The new house is so perfect for us | It has a huge yard for the kids | The basement is finished for dad | I love the kitchen | Like I said, it is perfect","The new house is so perfect for us | It has a huge yard for the kids | I love the kitchen | The basement is finished for dad | Like I said, it is perfect"
"Morty got into his car, ready to run some errands | He searched through his pockets for keys, but couldn't find anything | He went back into the house and searched all over | He couldn't find them and walked back out to his car to call a smith | He let out a sigh of relief as he noticed the keys were in the door","Morty got into his car, ready to run some errands | He searched through his pockets for keys, but couldn't find anything | He went back into the house and searched all over | He couldn't find them and walked back out to his car to call a smith | He let out a sigh of relief as he noticed the keys were in the door"
"When I was little I used to chew my fingernails as a habit | My mom told me if I continued doing this it would make me really fat | Her plan worked, as my fear of getting huge stopped my nasty habit | Well, one day we saw our neighbor in the store, being quite pregnant | I pointed at her belly, saying I knew what she had been doing!","When I was little I used to chew my fingernails as a habit | My mom told me if I continued doing this it would make me really fat | Well, one day we saw our neighbor in the store, being quite pregnant | I pointed at her belly, saying I knew what she had been doing! | Her plan worked, as my fear of getting huge stopped my nasty habit"
"Tom was running for government office | His campaign was going alright | During a debate Tom made a big mistake | He said a racial slur | It tanked Tom's chances of winning","Tom was running for government office | His campaign was going alright | During a debate Tom made a big mistake | He said a racial slur | It tanked Tom's chances of winning"
"Tim worked as a painter and decorator | He specialised in working on bathrooms | One job, Tim only had an hour to do an entire bathroom | He tiled and painted all at the same time | Somehow, he finished with 5 minutes to spare","Tim worked as a painter and decorator | He specialised in working on bathrooms | One job, Tim only had an hour to do an entire bathroom | He tiled and painted all at the same time | Somehow, he finished with 5 minutes to spare"
"Tim was experiencing mild stomach pain | And he searched for remedies online | He found that eating a banana could help | And doing so made his stomach feel better | He decided to eat a banana everyday from then on","Tim was experiencing mild stomach pain | And he searched for remedies online | He found that eating a banana could help | And doing so made his stomach feel better | He decided to eat a banana everyday from then on"
"Jordan was on a hike with her family | She had gained a huge lead before them | By the end of the hike, they were way behind her | She had to sit and wait for them, which was boring | Luckily, they showed up not too long later","Jordan was on a hike with her family | She had gained a huge lead before them | By the end of the hike, they were way behind her | She had to sit and wait for them, which was boring | Luckily, they showed up not too long later"
"Kenny has always wanted to play professional baseball | He has had several try outs and no team ever showed interest | One day he goes to a try out and gives it his all | A few days later Kenny hears back from them | The team decides to sign him and he joins the team","Kenny has always wanted to play professional baseball | He has had several try outs and no team ever showed interest | One day he goes to a try out and gives it his all | A few days later Kenny hears back from them | The team decides to sign him and he joins the team"
"As a child I jumped up and down | The time had come for our family to get a new dog | They were all different shapes and sizes | I couldn't pick which one I wanted so I just kept picking up new dogs | My brother though was stuck on one, and she became Lady","The time had come for our family to get a new dog | As a child I jumped up and down | They were all different shapes and sizes | I couldn't pick which one I wanted so I just kept picking up new dogs | My brother though was stuck on one, and she became Lady"
"Arthur was a great catfisher | He would usually catch a dozen when he went late at night | One night, he hadn't caught anything | He went home disappointed | His friend confessed later to stealing all the fish he'd caught","Arthur was a great catfisher | He would usually catch a dozen when he went late at night | One night, he hadn't caught anything | He went home disappointed | His friend confessed later to stealing all the fish he'd caught"
"Sherry is a secretary at a local law firm | Today her office was audited | Sherry had to pull thousands of documents for the auditors | It took her all day to pull the required documents | When was finished Sherry was exhausted!","Sherry is a secretary at a local law firm | Today her office was audited | Sherry had to pull thousands of documents for the auditors | It took her all day to pull the required documents | When was finished Sherry was exhausted!"
"School started for little Suzy every day at 7 | One day she slept past her alarm | She ran as quickly as she could to school | She was still late | That was the first time she ever got in trouble at school","School started for little Suzy every day at 7 | One day she slept past her alarm | She ran as quickly as she could to school | She was still late | That was the first time she ever got in trouble at school"
"Bill saved up a lot of money to buy a new computer | He went to the store and saw a computer he really liked | He bought the computer and spent all of his money | He was very excited and brought the computer home | But when he opened the box, he saw the computer was broken!","Bill saved up a lot of money to buy a new computer | He went to the store and saw a computer he really liked | He bought the computer and spent all of his money | He was very excited and brought the computer home | But when he opened the box, he saw the computer was broken!"
"The dog was run over by a pick up | It's owner was nearby | I didn't want to traumatize the little girl | I went over and removed the dog | I went to her house and explained to her mother what happened","The dog was run over by a pick up | It's owner was nearby | I didn't want to traumatize the little girl | I went over and removed the dog | I went to her house and explained to her mother what happened"
"She was grounded for two whole months | She was very angry with her parents about it | She ran to her room and locked the door | She texted her best friend to vent her complaints | She was even angrier when her friend didn't respond","She was grounded for two whole months | She was very angry with her parents about it | She ran to her room and locked the door | She texted her best friend to vent her complaints | She was even angrier when her friend didn't respond"
"The school play was weeks away, but Millicent was already nervous | She considered dropping out, but her teacher persuaded her not to | The teacher advised her just to concentrate on memorizing her lines | The teacher knew Millicent wouldn't be nervous if she was prepared | Millicent worked hard on her lines and the play ended up being a hit!","The school play was weeks away, but Millicent was already nervous | She considered dropping out, but her teacher persuaded her not to | The teacher knew Millicent wouldn't be nervous if she was prepared | The teacher advised her just to concentrate on memorizing her lines | Millicent worked hard on her lines and the play ended up being a hit!"
